title,url,year,acta_number,section,part,source_type,publication_date,source_page_url,catalog_id,listing_status
Acta No 12 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/122435,2021,12,SEMNNIMB,,official,2021-07-01,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-12-completa,listed
Acta No 13 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/124519,2021,13,SEMNNIMB,,official,2021-07-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-13-completa,listed
Acta No 14 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2014_20de_202021_20semnnimbpdf,2021,14,SEMNNIMB,,official,2021-08-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-14-completa,listed
Acta No 15 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-15-2021-sala-especializada-moleculas-nuevas,2021,15,SEMNNIMB,,official,2021-09-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-15-completa,listed
Acta No 16 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2016_20de_202021_20semnnimbdocx_1pdf,2021,16,SEMNNIMB,,official,2021-09-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-16-completa,listed
Acta No 17 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2017_20de_202021_20semnnimbpdf,2021,17,SEMNNIMB,,official,2021-10-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-17-completa,listed
Acta No 18 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-18-2021-sala-especializada-moleculas-nuevas,2021,18,SEMNNIMB,,official,2021-10-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-18-completa,listed
Acta No 19 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-19-2021-sala-especializada-moleculas-nuevas,2021,19,SEMNNIMB,,official,2022-01-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-19-completa,listed
Acta No 20 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2020_20de_202021_20semnnimbpdf,2021,20,SEMNNIMB,,official,2022-01-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-20-completa,listed
Acta No 21 de 2021 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-21-2021-sala-especializada-moleculas-nuevas,2021,21,SEMNNIMB,,official,2022-01-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2021-semnnimb-21-completa,listed
Acta No 01 de 2022 CONJUNTA,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20EXTRAORDINARIA_20CONJUNTA_20No._201_20del_2015_20DICIEMBRE_202022_SEDMRDIV_SEMNNIMB.pdf,2022,01,CONJUNTA,,official,,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-conjunta-01-completa,listed
Acta No 01 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2001_20de_202022_20SEM.pdf,2022,01,SEM,,official,2022-07-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-01-completa,listed
Acta No 02 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2002_20de_202022_20SEM.pdf,2022,02,SEM,,official,2022-07-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-02-completa,listed
Acta No 03 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2003_20de_202022_20SEM.pdf,2022,03,SEM,,official,2022-07-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-03-completa,listed
Acta No 04 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2004_20de_202022_20SEM.pdf,2022,04,SEM,,official,2022-07-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-04-completa,listed
Acta No 05 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2005_20DE_202022_20SEM.pdf,2022,05,SEM,,official,2022-07-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-05-completa,listed
Acta No 06 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2006_20DE_202022_20SEM.pdf,2022,06,SEM,,official,2022-07-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-06-completa,listed
Acta No 07 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2007_20DE_202022_20SEM.pdf,2022,07,SEM,,official,2022-08-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-07-completa,listed
Acta No 08 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2008_20DE_202022_20SEM.pdf,2022,08,SEM,,official,2022-08-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-08-completa,listed
Acta No 09 de 2022 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2009_20de_202022_20SEM.pdf,2022,09,SEM,,official,2022-09-23,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2022-sem-09-completa,listed
