title,url,year,acta_number,section,part,source_type,publication_date,source_page_url,catalog_id,listing_status
Acta No 03 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2003_20DE_202023_20SEM.pdf,2023,03,SEM,,official,2023-03-15,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-03-completa,listed
Acta No 04 de 2023 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202023_20SEM_20Primera_20parte.pdf,2023,04,SEM,Primera Parte,official,2023-05-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-04-primera-parte,listed
Acta No 04 de 2023 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202023_20SEM_20Segunda_20parte.pdf,2023,04,SEM,Segunda Parte,official,2023-06-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-04-segunda-parte,listed
Acta No 04 de 2023 SEM Tercera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202023_20SEM_20Tercera_20parte.pdf,2023,04,SEM,Tercera Parte,official,2023-07-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-04-tercera-parte,listed
Acta No 04 de 2023 SEM Cuarta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202023_20SEM_20Cuarta_20parte.pdf,2023,04,SEM,Cuarta Parte,official,2023-08-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-04-cuarta-parte,listed
Acta No 04 de 2023 SEM Quinta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202023_20SEM_20Quinta_20parte.pdf,2023,04,SEM,Quinta Parte,official,2023-09-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-04-quinta-parte,listed
Acta No 04 de 2023 SEM Sexta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202023_20SEM_20Sexta_20parte.pdf,2023,04,SEM,Sexta Parte,official,2023-10-26,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-04-sexta-parte,listed
Acta No 04 de 2023 SEM Séptima Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202023_20SEM_20S_C3_A9ptima_20parte.pdf,2023,04,SEM,Séptima Parte,official,2023-11-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-04-septima-parte,listed
Acta No 04 de 2023 SEM Octava Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202023_20SEM_20Octava_20parte.pdf,2023,04,SEM,Octava Parte,official,2024-02-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-04-octava-parte,listed
Acta No 05 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2005_20DE_202023_20SEM.pdf,2023,05,SEM,,official,2023-06-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-05-completa,listed
Acta No 06 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2006_20DE_202023_20SEM.pdf,2023,06,SEM,,official,2023-06-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-06-completa,listed
Acta No 07 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2007_20DE_202023_20SEM.pdf,2023,07,SEM,,official,2023-06-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-07-completa,listed
Acta No 08 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2008_20DE_202023_20SEM.pdf,2023,08,SEM,,official,2023-06-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-08-completa,listed
Acta No 09 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2009_20DE_202023_20SEM.pdf,2023,09,SEM,,official,2023-06-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-09-completa,listed
Acta No 10 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2010_20DE_202023_20SEM.pdf,2023,10,SEM,,official,2023-06-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-10-completa,listed
Acta No 11 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2011_20DE_202023_20SEM.pdf,2023,11,SEM,,official,2023-08-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-11-completa,listed
Acta No 12 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2012_20DE_202023_20SEM.pdf,2023,12,SEM,,official,2023-08-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-12-completa,listed
Acta No 13 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2013_20DE_202023_20SEMco.pdf,2023,13,SEM,,official,2023-09-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-13-completa,listed
Acta No 14 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2014_20DE_202023_20SEM.pdf,2023,14,SEM,,official,2023-10-26,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-14-completa,listed
Acta No 15 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2015_20DE_202023_20SEM.pdf,2023,15,SEM,,official,2023-11-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-15-completa,listed
Acta No 16 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2016_20DE_202023_20SEM.pdf,2023,16,SEM,,official,2023-12-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-16-completa,listed
Acta No 17 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2017_20DE_202023_20SEM.pdf,2023,17,SEM,,official,2023-12-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-17-completa,listed
Acta No 18 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2018_20DE_202023_20SEM.pdf,2023,18,SEM,,official,2023-12-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-18-completa,listed
Acta No 19 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2019_20DE_202023_20SEM.pdf,2023,19,SEM,,official,2023-12-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-19-completa,listed
Acta No 20 de 2023 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2020_20DE_202023_20SEM.pdf,2023,20,SEM,,official,2023-01-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-sem-20-completa,listed
Acta No 01 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-01-2023-sala-especializada-moleculas-nuevas,2023,01,SEMNNIMB,,official,2023-03-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-01-completa,listed
Acta No 02 de 2023 SEMNNIMB Primera Parte,https://www.invima.gov.co/biblioteca/download/123447,2023,02,SEMNNIMB,Primera Parte,official,2023-03-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-02-primera-parte,listed
Acta No 03 de 2023 SEMNNIMB Primera Parte,https://www.invima.gov.co/biblioteca/download/123058,2023,03,SEMNNIMB,Primera Parte,official,2023-05-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-03-primera-parte,listed
Acta No 03 de 2023 SEMNNIMB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-03-2023-semnnimb-segunda-parte,2023,03,SEMNNIMB,Segunda Parte,official,2023-05-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-03-segunda-parte,listed
Acta No 04 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/90263,2023,04,SEMNNIMB,,official,2023-05-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-04-completa,listed
Acta No 05 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-05-2023-sala-especializada-moleculas-nuevas-90258,2023,05,SEMNNIMB,,official,2023-06-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-05-completa,listed
Acta No 06 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2006_20de_202023_20semnnimbpdf-1,2023,06,SEMNNIMB,,official,2023-06-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-06-completa,listed
Acta No 07 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2007_20de_202023_20semnnimbpdf-1,2023,07,SEMNNIMB,,official,2023-06-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-07-completa,listed
Acta No 08 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2008_20de_202023_20semnnimbpdf,2023,08,SEMNNIMB,,official,2023-07-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-08-completa,listed
Acta No 09 de 2023 SEMNNIMB Primera Parte,https://www.invima.gov.co/biblioteca/download/90256,2023,09,SEMNNIMB,Primera Parte,official,2023-09-01,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-09-primera-parte,listed
Acta No 09 de 2023 SEMNNIMB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-09-2023-semnnimb-segunda-parte,2023,09,SEMNNIMB,Segunda Parte,official,2023-09-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-09-segunda-parte,listed
Acta No 10 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/90264,2023,10,SEMNNIMB,,official,2023-09-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-10-completa,listed
Acta No 11 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-11-2023-sala-especializada-moleculas-nuevas-90262,2023,11,SEMNNIMB,,official,2023-10-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-11-completa,listed
Acta No 12 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-12-2023-sala-especializada-moleculas-nuevas,2023,12,SEMNNIMB,,official,2023-11-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-12-completa,listed
Acta No 13 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-13-2023-sala-especializada-moleculas-nuevas,2023,13,SEMNNIMB,,official,2023-11-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-13-completa,listed
Acta No 14 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-14-2023-sala-especializada-moleculas-nuevas,2023,14,SEMNNIMB,,official,2023-12-11,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-14-completa,listed
Acta No 15 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2015_20de_202023_20semnnimbpdf,2023,15,SEMNNIMB,,official,2023-12-06,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-15-completa,listed
Acta No 16 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-16-2023-sala-especializada-moleculas-nuevas,2023,16,SEMNNIMB,,official,2024-01-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2023-semnnimb-16-completa,listed
Acta No 01 de 2024 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2001_20DE_202024_20SEM_20Primera_20parte.pdf,2024,01,SEM,Primera Parte,official,2024-02-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-01-primera-parte,listed
Acta No 01 de 2024 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2001_20DE_202024_20SEM_20Segunda_20parte.pdf,2024,01,SEM,Segunda Parte,official,2024-04-17,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-01-segunda-parte,listed
Acta No 01 de 2024 SEM Tercera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2001_20DE_202024_20SEM_20Tercera_20parte.pdf,2024,01,SEM,Tercera Parte,official,2024-04-17,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-01-tercera-parte,listed
Acta No 01 de 2024 SEM Cuarta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2001_20DE_202024_20SEM_20Cuarta_20parte.pdf,2024,01,SEM,Cuarta Parte,official,2024-05-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-01-cuarta-parte,listed
Acta No 01 de 2024 SEM Quinta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2001_20DE_202024_20SEM_20Quinta_20parte.pdf,2024,01,SEM,Quinta Parte,official,2024-05-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-01-quinta-parte,listed
Acta No 01 de 2024 SEM Sexta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2001_20DE_202024_20SEM_20Sexta_20parte.pdf,2024,01,SEM,Sexta Parte,official,2024-07-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-01-sexta-parte,listed
Acta No 01 de 2024 SEM Novena Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._01_de_2024_sem_novena_parte.pdf,2024,01,SEM,Novena Parte,official,2024-10-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-01-novena-parte,listed
Acta No 01 de 2024 SEM Décima Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._01_de_2024_sem_d_C3_A9cima_parte.pdf,2024,01,SEM,Décima Parte,official,2024-11-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-01-decima-parte,listed
Acta No 02 de 2024 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2002_20DE_202024_20SEM_20Primera_20parte.pdf,2024,02,SEM,Primera Parte,official,2024-03-11,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-02-primera-parte,listed
Acta No 02 de 2024 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2002_20DE_202024_20SEM_20Segunda_20parte.pdf,2024,02,SEM,Segunda Parte,official,2024-05-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-02-segunda-parte,listed
Acta No 02 de 2024 SEM Tercera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2002_20DE_202024_20SEM_20Tercera_20parte.pdf,2024,02,SEM,Tercera Parte,official,2024-06-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-02-tercera-parte,listed
Acta No 02 de 2024 SEM Cuarta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._02_de_2024_sem_cuarta_parte.pdf,2024,02,SEM,Cuarta Parte,official,2024-09-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-02-cuarta-parte,listed
Acta No 02 de 2024 SEM Quinta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._02_de_2024_sem_quinta_parte.pdf,2024,02,SEM,Quinta Parte,official,2024-10-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-02-quinta-parte,listed
Acta No 02 de 2024 SEM Sexta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._02_de_2024_sem_sexta_parte.pdf,2024,02,SEM,Sexta Parte,official,2025-02-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-02-sexta-parte,listed
Acta No 03 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2003_20DE_202024_20SEM.pdf,2024,03,SEM,,official,2024-04-17,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-03-completa,listed
Acta No 04 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2004_20DE_202024_20SEM.pdf,2024,04,SEM,,official,2024-04-17,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-04-completa,listed
Acta No 05 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2005_20DE_202024_20SEM.pdf,2024,05,SEM,,official,2024-05-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-05-completa,listed
Acta No 06 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2006_20DE_202024_20SEM.pdf,2024,06,SEM,,official,2024-05-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-06-completa,listed
Acta No 07 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2007_20DE_202024_20SEM.pdf,2024,07,SEM,,official,2024-06-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-07-completa,listed
Acta No 09 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._09_de_2024_sem.pdf,2024,09,SEM,,official,2024-08-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-09-completa,listed
Acta No 10 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._10_de_2024_sem.pdf,2024,10,SEM,,official,2024-10-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-10-completa,listed
Acta No 11 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._11_de_2024_sem.pdf,2024,11,SEM,,official,2024-10-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-11-completa,listed
Acta No 12 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._12_de_2024_sem.pdf,2024,12,SEM,,official,2024-10-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-12-completa,listed
Acta No 13 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._13_de_2024_sem.pdf,2024,13,SEM,,official,2025-02-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-13-completa,listed
Acta No 14 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._14_de_2024_sem.pdf,2024,14,SEM,,official,2025-02-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-14-completa,listed
Acta No 15 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._15_de_2024_sem.pdf,2024,15,SEM,,official,2025-02-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-15-completa,listed
Acta No 16 de 2024 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._16_de_2024_sem.pdf,2024,16,SEM,,official,2025-02-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-sem-16-completa,listed
Acta No 01 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2001_20de_202024_20semnnimbpdf,2024,01,SEMNNIMB,,official,2024-02-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-01-completa,listed
Acta No 02 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2002_20de_202024_20semnnimbpdf,2024,02,SEMNNIMB,,official,2024-02-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-02-completa,listed
Acta No 03 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-03-2024-sala-especializada-moleculas-nuevas,2024,03,SEMNNIMB,,official,2024-02-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-03-completa,listed
Acta No 04 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2004_20de_202024_20semnnimbpdf,2024,04,SEMNNIMB,,official,2024-02-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-04-completa,listed
Acta No 05 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2005_20de_202024_20semnnimbpdf-1,2024,05,SEMNNIMB,,official,2024-02-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-05-completa,listed
Acta No 06 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2006_20de_202024_20semnnimb_1pdf,2024,06,SEMNNIMB,,official,2024-03-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-06-completa,listed
Acta No 07 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2007_20de_202024_20semnnimbpdf,2024,07,SEMNNIMB,,official,2024-03-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-07-completa,listed
Acta No 08 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-08-2024-sala-especializada-moleculas-nuevas,2024,08,SEMNNIMB,,official,2024-04-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-08-completa,listed
